lsoa11cd,lsoa11nm,ladcd,ladnm,ladnmw,wimd_2019,FID
W01000625,Ammanford 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,384,743
W01000639,Carmarthen Town North 3,W06000010,Carmarthenshire,Sir Gaerfyrddin,743,744
W01000709,Manordeilo and Salem,W06000010,Carmarthenshire,Sir Gaerfyrddin,976,745
W01000710,Pembrey 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1586,746
W01000711,Pembrey 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,404,747
W01000712,Penygroes (Carmarthenshire) 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1299,748
W01000713,Penygroes (Carmarthenshire) 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1061,749
W01000714,Pontamman 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,494,750
W01000715,Pontamman 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1544,751
W01000716,Pontyberem 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1209,752
W01000717,Pontyberem 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,824,753
W01000718,Quarter Bach 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,683,754
W01000719,Quarter Bach 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,835,755
W01000720,St. Clears 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1200,756
W01000721,St. Clears 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1245,757
W01000722,St. Ishmael 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1445,758
W01000723,St. Ishmael 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,787,759
W01000724,Saron 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,818,760
W01000725,Saron 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,955,761
W01000726,Swiss Valley 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1690,762
W01000727,Swiss Valley 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1418,763
W01000728,Trelech,W06000010,Carmarthenshire,Sir Gaerfyrddin,849,764
W01000640,Carmarthen Town North 4,W06000010,Carmarthenshire,Sir Gaerfyrddin,1792,765
W01000641,Carmarthen Town South 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,418,766
W01000642,Carmarthen Town South 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1406,767
W01000643,Carmarthen Town West 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,971,768
W01000644,Carmarthen Town West 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1464,769
W01000645,Carmarthen Town West 3,W06000010,Carmarthenshire,Sir Gaerfyrddin,1256,770
W01000646,Cenarth,W06000010,Carmarthenshire,Sir Gaerfyrddin,758,771
W01000647,Cilycwm,W06000010,Carmarthenshire,Sir Gaerfyrddin,910,772
W01000648,Cynwyl Elfed 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,943,773
W01000649,Cynwyl Elfed 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1440,774
W01000650,Cynwyl Gaeo,W06000010,Carmarthenshire,Sir Gaerfyrddin,793,775
W01000651,Dafen 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1201,776
W01000652,Dafen 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,528,777
W01000653,Elli 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1144,778
W01000654,Elli 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,478,779
W01000655,Felinfoel,W06000010,Carmarthenshire,Sir Gaerfyrddin,360,780
W01000656,Garnant,W06000010,Carmarthenshire,Sir Gaerfyrddin,636,781
W01000657,Glanamman 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,557,782
W01000658,Glanamman 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,525,783
W01000659,Glanymor 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,196,784
W01000660,Glanymor 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,236,785
W01000662,Glyn (Carmarthenshire),W06000010,Carmarthenshire,Sir Gaerfyrddin,1066,786
W01000663,Gorslas 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1157,787
W01000664,Gorslas 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1077,788
W01000665,Hendy 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1680,789
W01000666,Hendy 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,1173,790
W01000667,Hengoed (Carmarthenshire) 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1043,791
W01000670,Kidwelly 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,318,792
W01000671,Kidwelly 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,990,793
W01000672,Laugharne Township 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,641,794
W01000673,Laugharne Township 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,881,795
W01000674,Llanboidy,W06000010,Carmarthenshire,Sir Gaerfyrddin,1112,796
W01000675,Llanddarog,W06000010,Carmarthenshire,Sir Gaerfyrddin,1278,797
W01000676,Llandeilo 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,1446,798
W01000677,Llandeilo 2,W06000010,Carmarthenshire,Sir Gaerfyrddin,741,799
W01000678,Llandovery 1,W06000010,Carmarthenshire,Sir Gaerfyrddin,763,800
W01000883,Aberavon 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1407,801
W01000884,Aberavon 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,122,802
W01000885,Aberavon 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,129,803
W01000886,Aberavon 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,44,804
W01000887,Aberdulais,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,735,805
W01000888,Allt-wen,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1227,806
W01000889,Baglan 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1133,807
W01000890,Baglan 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1802,808
W01000891,Baglan 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,783,809
W01000892,Baglan 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1456,810
W01000893,Blaengwrach,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,559,811
W01000894,Briton Ferry East 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,708,812
W01000895,Briton Ferry East 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,233,813
W01000896,Briton Ferry West 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,25,814
W01000897,Briton Ferry West 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,263,815
W01000898,Bryn and Cwmavon 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,909,816
W01000899,Bryn and Cwmavon 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1568,817
W01000900,Bryn and Cwmavon 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,244,818
W01000901,Bryn and Cwmavon 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,628,819
W01000902,Bryn-coch North 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1350,820
W01000903,Bryn-coch North 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1766,821
W01000904,Bryn-coch South 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1853,822
W01000905,Bryn-coch South 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1336,823
W01000906,Bryn-coch South 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1475,824
W01000907,Bryn-coch South 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,446,825
W01000908,Cadoxton,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1567,826
W01000909,Cimla 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,809,827
W01000910,Cimla 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1549,828
W01000911,Cimla 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1630,829
W01000912,Coedffranc Central 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,621,830
W01000913,Coedffranc Central 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,692,831
W01000914,Coedffranc Central 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,212,832
W01000915,Coedffranc North 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,930,833
W01000916,Coedffranc North 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1099,834
W01000917,Coedffranc West,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1305,835
W01000918,Crynant,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1206,836
W01000919,Cwmllynfell,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,807,837
W01000920,Cymmer (Neath Port Talbot) 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,398,838
W01000921,Cymmer (Neath Port Talbot) 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,38,839
W01000922,Dyffryn 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,422,840
W01000923,Dyffryn 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1182,841
W01000924,Glyncorrwg,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,338,842
W01000925,Glynneath 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,331,843
W01000926,Glynneath 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,978,844
W01000927,Godre'r graig,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,773,845
W01000928,Gwaun-Cae-Gurwen 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,662,846
W01000929,Gwaun-Cae-Gurwen 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,411,847
W01000930,Gwynfi,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,210,848
W01000931,Lower Brynamman,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,617,849
W01000932,Margam 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,500,850
W01001136,Wenvoe 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1692,851
W01001086,Dinas Powys 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1832,852
W01000933,Margam 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1487,853
W01000984,Brackla 6,W06000013,Bridgend,Pen-y-bont ar Ogwr,1507,854
W01001035,Oldcastle 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,326,855
W01000833,Penderry 4,W06000011,Swansea,Abertawe,48,856
W01000985,Brackla 7,W06000013,Bridgend,Pen-y-bont ar Ogwr,1785,857
W01000986,Bryncethin,W06000013,Bridgend,Pen-y-bont ar Ogwr,1135,858
W01000987,Bryncoch,W06000013,Bridgend,Pen-y-bont ar Ogwr,581,859
W01000989,Bryntirion Laleston and Merthyr Mawr 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1683,860
W01000990,Bryntirion Laleston and Merthyr Mawr 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,408,861
W01000991,Caerau (Bridgend) 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,5,862
W01000992,Caerau (Bridgend) 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,46,863
W01000993,Caerau (Bridgend) 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,194,864
W01000994,Caerau (Bridgend) 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,232,865
W01000995,Caerau (Bridgend) 5,W06000013,Bridgend,Pen-y-bont ar Ogwr,632,866
W01000996,Cefn Cribwr,W06000013,Bridgend,Pen-y-bont ar Ogwr,816,867
W01000997,Cefn Glas,W06000013,Bridgend,Pen-y-bont ar Ogwr,1216,868
W01000998,Coity,W06000013,Bridgend,Pen-y-bont ar Ogwr,1412,869
W01000999,Cornelly 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,518,870
W01001000,Cornelly 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1335,871
W01001001,Cornelly 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,723,872
W01001002,Cornelly 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,272,873
W01001003,Coychurch Lower,W06000013,Bridgend,Pen-y-bont ar Ogwr,1459,874
W01001004,Felindre 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,555,875
W01001005,Felindre 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1504,876
W01001006,Hendre (Bridgend) 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1709,877
W01001007,Hendre (Bridgend) 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,822,878
W01001008,Litchard,W06000013,Bridgend,Pen-y-bont ar Ogwr,1728,879
W01001009,Llangeinor,W06000013,Bridgend,Pen-y-bont ar Ogwr,606,880
W01001010,Llangewydd and Brynhyfryd 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,489,881
W01001011,Llangewydd and Brynhyfryd 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1428,882
W01001012,Llangynwyd 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1367,883
W01001013,Llangynwyd 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,721,884
W01001014,Maesteg East 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,380,885
W01001015,Maesteg East 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,322,886
W01001016,Maesteg East 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,988,887
W01001017,Maesteg West 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1150,888
W01001018,Maesteg West 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,334,889
W01001019,Maesteg West 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,287,890
W01001020,Maesteg West 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,427,891
W01001021,Morfa 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,397,892
W01001022,Morfa 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,118,893
W01001023,Morfa 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,299,894
W01001024,Nant-y-moel 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,336,895
W01001025,Nant-y-moel 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,655,896
W01001026,Newcastle 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,517,897
W01001027,Newcastle 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1354,898
W01001028,Newcastle 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,1226,899
W01001029,Newton (Bridgend) 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1603,900
W01001030,Newton (Bridgend) 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1433,901
W01001031,Nottage 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1767,902
W01001032,Nottage 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1669,903
W01001033,Ogmore Vale 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,912,904
W01001034,Ogmore Vale 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,401,905
W01001187,Hirwaun 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,691,906
W01000834,Penderry 5,W06000011,Swansea,Abertawe,201,907
W01001137,Aberaman North 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,444,908
W01001188,Hirwaun 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,176,909
W01001138,Aberaman North 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,243,910
W01001189,Llanharan 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,657,911
W01001190,Llanharan 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1609,912
W01001139,Aberaman North 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,841,913
W01001140,Aberaman South 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,413,914
W01001141,Aberaman South 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,288,915
W01001142,Aberaman South 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,245,916
W01001191,Llanharry 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1649,917
W01001143,Abercynon 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,992,918
W01001192,Llanharry 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,257,919
W01001144,Abercynon 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,33,920
W01001193,Llantrisant Town 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1744,921
W01001145,Abercynon 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,506,922
W01001194,Llantrisant Town 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1812,923
W01001146,Abercynon 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1069,924
W01001195,Llantrisant Town 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1139,925
W01001147,Aberdare East 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,923,926
W01001196,Llantwit Fardre 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1736,927
W01001148,Aberdare East 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,586,928
W01001197,Llantwit Fardre 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1879,929
W01001149,Aberdare East 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,736,930
W01001198,Llantwit Fardre 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1712,931
W01001150,Aberdare East 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,273,932
W01001199,Llantwit Fardre 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1670,933
W01001151,Aberdare West/Llwydcoed 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1366,934
W01001200,Llwyn-y-pia 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,534,935
W01001152,Aberdare West/Llwydcoed 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1166,936
W01001201,Llwyn-y-pia 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,159,937
W01001153,Aberdare West/Llwydcoed 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,432,938
W01001202,Maerdy 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,120,939
W01001154,Aberdare West/Llwydcoed 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,451,940
W01001203,Maerdy 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,52,941
W01001155,Aberdare West/Llwydcoed 5,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,576,942
W01001204,Mountain Ash East 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1015,943
W01001156,Aberdare West/Llwydcoed 6,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1886,944
W01001205,Mountain Ash East 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,468,945
W01001157,Beddau 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1460,946
W01001206,Mountain Ash West 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,474,947
W01001036,Oldcastle 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1734,948
W01001087,Dinas Powys 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1735,949
W01000934,Neath East 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,82,950
W01001158,Beddau 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,658,951
W01001159,Beddau 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1753,952
W01001160,Brynna 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1602,953
W01001161,Brynna 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1371,954
W01001162,Church Village 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,501,955
W01001164,Cilfynydd 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,813,956
W01001165,Cilfynydd 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,737,957
W01001166,Cwm Clydach 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,191,958
W01001167,Cwm Clydach 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,551,959
W01001168,Cwmbach 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,695,960
W01001169,Cwmbach 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,220,961
W01001170,Cwmbach 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1537,962
W01001171,Cymmer (Rhondda Cynon Taf) 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,742,963
W01001172,Cymmer (Rhondda Cynon Taf) 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,853,964
W01001173,Cymmer (Rhondda Cynon Taf) 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,96,965
W01001174,Cymmer (Rhondda Cynon Taf) 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,83,966
W01001175,Ferndale 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,680,967
W01001176,Ferndale 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,652,968
W01001177,Ferndale 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,471,969
W01001178,Gilfach Goch 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,823,970
W01001179,Gilfach Goch 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,175,971
W01001180,Glyncoch 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,51,972
W01001181,Glyncoch 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,463,973
W01001182,Graig (Rhondda Cynon Taf) 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,642,974
W01001183,Graig (Rhondda Cynon Taf) 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,268,975
W01001184,Hawthorn 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1130,976
W01001185,Hawthorn 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,390,977
W01001186,Hirwaun 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,996,978
W01001207,Mountain Ash West 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,136,979
W01001208,Mountain Ash West 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,359,980
W01001209,Penrhiwceiber 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,6,981
W01001210,Penrhiwceiber 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,275,982
W01001211,Penrhiwceiber 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,429,983
W01001212,Penrhiwceiber 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,356,984
W01001213,Pentre 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,579,985
W01001214,Pentre 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1451,986
W01001215,Pentre 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,141,987
W01001216,Pentre 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,493,988
W01001217,Pen-y-graig 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,262,989
W01001218,Pen-y-graig 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,698,990
W01001219,Pen-y-graig 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,110,991
W01001220,Pen-y-graig 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,730,992
W01001221,Pen-y-waun 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,101,993
W01001222,Pen-y-waun 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,15,994
W01001223,Pont-y-clun 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1755,995
W01001224,Pont-y-clun 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1904,996
W01001225,Pont-y-clun 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1884,997
W01001226,Pont-y-clun 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1171,998
W01001227,Pontypridd Town 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1485,999
W01001228,Pontypridd Town 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,994,1000
W01001229,Porth 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,752,1001
W01001230,Porth 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1280,1002
W01001231,Porth 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,415,1003
W01001232,Porth 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,539,1004
W01001233,Rhigos,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,707,1005
W01001234,Rhondda 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,709,1006
W01001235,Rhondda 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,480,1007
W01001236,Rhondda 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1297,1008
W01000835,Penderry 6,W06000011,Swansea,Abertawe,157,1009
W01001037,Oldcastle 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,1635,1010
W01001088,Dinas Powys 3,W06000014,Vale of Glamorgan,Bro Morgannwg,874,1011
W01000935,Neath East 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,109,1012
W01000936,Neath East 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,221,1013
W01000937,Neath East 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,278,1014
W01000938,Neath North 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1416,1015
W01000939,Neath North 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,49,1016
W01000940,Neath North 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,261,1017
W01000941,Neath South 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,328,1018
W01000942,Neath South 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,199,1019
W01000943,Neath South 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1711,1020
W01000944,Onllwyn,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,508,1021
W01000945,Pelenna,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,593,1022
W01000946,Pontardawe 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,744,1023
W01000947,Pontardawe 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,589,1024
W01000948,Pontardawe 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,761,1025
W01000949,Port Talbot 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,979,1026
W01000950,Port Talbot 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,609,1027
W01000951,Port Talbot 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,281,1028
W01000952,Port Talbot 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,607,1029
W01000953,Resolven 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,571,1030
W01000954,Resolven 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1023,1031
W01000955,Rhos 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1333,1032
